"Statistic","Month","Age Group","Sex","Social Welfare Scheme","UNIT","VALUE"
"Persons on Live Register","1997M09","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1997M09","Under 25 years","Female","Other registrants","Number","417"
"Persons on Live Register","1997M09","25 years and over","Both sexes","All classes","Number","139616"
"Persons on Live Register","1997M09","25 years and over","Both sexes","Jobseekers allowance applications","Number","122342"
"Persons on Live Register","1997M09","25 years and over","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1997M09","25 years and over","Both sexes","Other registrants","Number","17274"
"Persons on Live Register","1997M09","25 years and over","Male","All classes","Number","119241"
"Persons on Live Register","1997M09","25 years and over","Male","Jobseekers allowance applications","Number","92599"
"Persons on Live Register","1997M09","25 years and over","Male","Jobseekers benefit claims","Number","23063"
"Persons on Live Register","1997M09","25 years and over","Male","Other registrants","Number","3579"
"Persons on Live Register","1997M09","25 years and over","Female","All classes","Number","72522"
"Persons on Live Register","1997M09","25 years and over","Female","Jobseekers allowance applications","Number","29743"
"Persons on Live Register","1997M09","25 years and over","Female","Jobseekers benefit claims","Number","29084"
"Persons on Live Register","1997M09","25 years and over","Female","Other registrants","Number","13695"
"Persons on Live Register","1997M09","All ages","Both sexes","All classes","Number","249328"
"Persons on Live Register","1997M09","All ages","Both sexes","Jobseekers allowance applications","Number","168495"
"Persons on Live Register","1997M09","All ages","Both sexes","Jobseekers benefit claims","Number","63049"
"Persons on Live Register","1997M09","All ages","Both sexes","Other registrants","Number","17784"
"Persons on Live Register","1997M09","All ages","Male","All classes","Number","151693"
"Persons on Live Register","1997M09","All ages","Male","Jobseekers allowance applications","Number","118954"
"Persons on Live Register","1997M09","All ages","Male","Jobseekers benefit claims","Number","29067"
"Persons on Live Register","1997M09","All ages","Male","Other registrants","Number","3672"
"Persons on Live Register","1997M09","All ages","Female","All classes","Number","97635"
"Persons on Live Register","1997M09","All ages","Female","Jobseekers allowance applications","Number","49541"
"Persons on Live Register","1997M09","All ages","Female","Jobseekers benefit claims","Number","33982"
"Persons on Live Register","1997M09","All ages","Female","Other registrants","Number","14112"
"Persons on Live Register","1997M10","Under 25 years","Both sexes","All classes","Number","53867"
"Persons on Live Register","1997M10","Under 25 years","Both sexes","Jobseekers allowance applications","Number","43028"
"Persons on Live Register","1997M10","Under 25 years","Both sexes","Jobseekers benefit claims","Number","10366"
"Persons on Live Register","1997M10","Under 25 years","Both sexes","Other registrants","Number","473"
"Persons on Live Register","1997M10","Under 25 years","Male","All classes","Number","30484"
"Persons on Live Register","1997M10","Under 25 years","Male","Jobseekers allowance applications","Number","24796"
"Persons on Live Register","1997M10","Under 25 years","Male","Jobseekers benefit claims","Number","5603"
"Persons on Live Register","1997M10","Under 25 years","Male","Other registrants","Number","85"
"Persons on Live Register","1997M10","Under 25 years","Female","All classes","Number","18620"
"Persons on Live Register","1997M10","Under 25 years","Female","Jobseekers allowance applications","Number","18232"
"Persons on Live Register","1997M10","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1997M10","Under 25 years","Female","Other registrants","Number","388"
"Persons on Live Register","1997M10","25 years and over","Both sexes","All classes","Number","136386"
"Persons on Live Register","1997M10","25 years and over","Both sexes","Jobseekers allowance applications","Number","119279"
"Persons on Live Register","1997M10","25 years and over","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1997M10","25 years and over","Both sexes","Other registrants","Number","17107"
"Persons on Live Register","1997M10","25 years and over","Male","All classes","Number","117799"
"Persons on Live Register","1997M10","25 years and over","Male","Jobseekers allowance applications","Number","90548"
"Persons on Live Register","1997M10","25 years and over","Male","Jobseekers benefit claims","Number","23698"
"Persons on Live Register","1997M10","25 years and over","Male","Other registrants","Number","3553"
"Persons on Live Register","1997M10","25 years and over","Female","All classes","Number","72295"
"Persons on Live Register","1997M10","25 years and over","Female","Jobseekers allowance applications","Number","28731"
"Persons on Live Register","1997M10","25 years and over","Female","Jobseekers benefit claims","Number","30010"
"Persons on Live Register","1997M10","25 years and over","Female","Other registrants","Number","13554"
"Persons on Live Register","1997M10","All ages","Both sexes","All classes","Number","243961"
"Persons on Live Register","1997M10","All ages","Both sexes","Jobseekers allowance applications","Number","162307"
"Persons on Live Register","1997M10","All ages","Both sexes","Jobseekers benefit claims","Number","64074"
"Persons on Live Register","1997M10","All ages","Both sexes","Other registrants","Number","17580"
"Persons on Live Register","1997M10","All ages","Male","All classes","Number","148283"
"Persons on Live Register","1997M10","All ages","Male","Jobseekers allowance applications","Number","115344"
"Persons on Live Register","1997M10","All ages","Male","Jobseekers benefit claims","Number","29301"
"Persons on Live Register","1997M10","All ages","Male","Other registrants","Number","3638"
"Persons on Live Register","1997M10","All ages","Female","All classes","Number","95678"
"Persons on Live Register","1997M10","All ages","Female","Jobseekers allowance applications","Number","46963"
"Persons on Live Register","1997M10","All ages","Female","Jobseekers benefit claims","Number","34773"
"Persons on Live Register","1997M10","All ages","Female","Other registrants","Number","13942"
"Persons on Live Register","1997M11","Under 25 years","Both sexes","All classes","Number","52014"
"Persons on Live Register","1997M11","Under 25 years","Both sexes","Jobseekers allowance applications","Number","41400"
"Persons on Live Register","1997M11","Under 25 years","Both sexes","Jobseekers benefit claims","Number","10193"
"Persons on Live Register","1997M11","Under 25 years","Both sexes","Other registrants","Number","421"
"Persons on Live Register","1997M11","Under 25 years","Male","All classes","Number","29683"
"Persons on Live Register","1997M11","Under 25 years","Male","Jobseekers allowance applications","Number","24069"
"Persons on Live Register","1997M11","Under 25 years","Male","Jobseekers benefit claims","Number","5543"
"Persons on Live Register","1997M11","Under 25 years","Male","Other registrants","Number","71"
"Persons on Live Register","1997M11","Under 25 years","Female","All classes","Number","17681"
"Persons on Live Register","1997M11","Under 25 years","Female","Jobseekers allowance applications","Number","17331"
"Persons on Live Register","1997M11","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1997M11","Under 25 years","Female","Other registrants","Number","350"
"Persons on Live Register","1997M11","25 years and over","Both sexes","All classes","Number","134780"
"Persons on Live Register","1997M11","25 years and over","Both sexes","Jobseekers allowance applications","Number","117723"
"Persons on Live Register","1997M11","25 years and over","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1997M11","25 years and over","Both sexes","Other registrants","Number","17057"
"Persons on Live Register","1997M11","25 years and over","Male","All classes","Number","117214"
"Persons on Live Register","1997M11","25 years and over","Male","Jobseekers allowance applications","Number","89555"
"Persons on Live Register","1997M11","25 years and over","Male","Jobseekers benefit claims","Number","24005"
"Persons on Live Register","1997M11","25 years and over","Male","Other registrants","Number","3654"
"Persons on Live Register","1997M11","25 years and over","Female","All classes","Number","70732"
"Persons on Live Register","1997M11","25 years and over","Female","Jobseekers allowance applications","Number","28168"
"Persons on Live Register","1997M11","25 years and over","Female","Jobseekers benefit claims","Number","29161"
"Persons on Live Register","1997M11","25 years and over","Female","Other registrants","Number","13403"
